Order ID,Order Date,Region,Customer Name,Product Category,Sub-category,Sales,Quantity,Discount,Profit,Year,Month
ORD-3388,2025-06-05,East,Julia Wheeler,Office Supplies,Storage,1988.02,1,0.3,83.41,2025,2025-06
ORD-3389,2022-12-18,West,Jared Bauer,Furniture,Chairs,1894.17,9,0.2,310.64,2022,2022-12
ORD-3390,2023-02-03,Central,Timothy Morgan,Furniture,Chairs,331.84,3,0.2,21.88,2023,2023-02
ORD-3391,2023-10-24,East,Kathryn Barr,Furniture,Chairs,1611.67,3,0.2,279.26,2023,2023-10
ORD-3392,2024-01-14,Central,Harold Crawford,Technology,Accessories,388.78,10,0.3,13.8,2024,2024-01
ORD-3393,2023-08-02,South,Carrie Cain,Technology,Machines,1623.78,9,0.2,74.29,2023,2023-08
ORD-3394,2024-01-09,South,Richard Smith MD,Office Supplies,Labels,1311.16,1,0.1,263.19,2024,2024-01
ORD-3395,2025-04-03,West,Christopher Henderson,Furniture,Tables,845.72,9,0.2,71.9,2025,2025-04
ORD-3396,2025-01-23,South,Robert Shannon,Technology,Accessories,1425.24,10,0.1,160.66,2025,2025-01
ORD-3397,2023-10-31,South,Donald Hunt,Office Supplies,Labels,1353.32,8,0.1,156.35,2023,2023-10
ORD-3398,2022-07-23,South,Lisa Mills,Technology,Phones,760.6,3,0.0,156.23,2022,2022-07
ORD-3399,2025-04-22,South,Maria Romero,Furniture,Tables,111.99,6,0.1,9.44,2025,2025-04
ORD-3400,2025-05-30,South,Madison Vega,Technology,Phones,1516.48,4,0.3,235.98,2025,2025-05
ORD-3401,2023-02-24,West,Donald Garcia,Office Supplies,Labels,938.34,2,0.3,191.84,2023,2023-02
ORD-3402,2022-07-04,South,Robert Campbell,Technology,Copiers,308.91,4,0.3,52.58,2022,2022-07
ORD-3403,2024-07-16,South,Martha Floyd,Technology,Phones,1094.46,10,0.0,191.05,2024,2024-07
ORD-3404,2025-03-22,South,Daniel Cunningham,Technology,Copiers,285.98,2,0.1,66.86,2025,2025-03
ORD-3405,2024-08-24,East,Vincent Ware,Technology,Machines,1396.53,8,0.1,373.69,2024,2024-08
ORD-3406,2023-01-26,West,Perry Stewart,Office Supplies,Binders,1683.54,1,0.0,422.49,2023,2023-01
ORD-3407,2023-02-19,Central,Patrick Jones,Technology,Phones,1476.5,6,0.3,80.39,2023,2023-02
ORD-3408,2023-04-04,South,Sara Williams,Office Supplies,Labels,1402.4,4,0.0,417.22,2023,2023-04
ORD-3409,2025-04-05,East,Barry Lewis,Office Supplies,Storage,998.45,8,0.1,113.13,2025,2025-04
ORD-3410,2024-02-23,East,Cheryl Ford,Furniture,Bookcases,1640.13,8,0.2,198.45,2024,2024-02
ORD-3411,2023-03-13,West,Lisa Barrett,Furniture,Bookcases,1007.53,2,0.1,65.72,2023,2023-03
ORD-3412,2024-11-09,West,Fernando Patel,Furniture,Bookcases,906.69,1,0.3,43.7,2024,2024-11
ORD-3413,2024-03-04,South,Raymond Bond,Office Supplies,Paper,826.16,6,0.3,111.97,2024,2024-03
ORD-3414,2022-12-26,West,David Durham,Office Supplies,Binders,1984.04,9,0.1,105.96,2022,2022-12
ORD-3415,2025-04-16,Central,Andre Huffman,Office Supplies,Binders,1959.21,8,0.2,361.71,2025,2025-04
ORD-3416,2024-02-06,Central,Walter Terry,Furniture,Bookcases,1862.83,10,0.2,427.19,2024,2024-02
ORD-3417,2024-11-21,East,Lori Wolfe,Furniture,Tables,935.87,8,0.0,129.6,2024,2024-11
ORD-3418,2024-04-01,Central,Dr. Dawn Baker,Technology,Phones,1773.86,2,0.0,378.17,2024,2024-04
ORD-3419,2023-12-18,South,Linda Glenn,Office Supplies,Binders,1678.39,10,0.0,253.14,2023,2023-12
ORD-3420,2023-05-22,Central,Jack Rollins,Technology,Copiers,1205.11,3,0.2,160.49,2023,2023-05
ORD-3421,2023-02-02,West,Erin Martin,Furniture,Tables,1197.62,8,0.1,116.18,2023,2023-02
ORD-3422,2024-03-26,West,Jeffrey Trujillo,Office Supplies,Storage,771.53,6,0.2,43.64,2024,2024-03
ORD-3423,2024-09-30,Central,Kyle Green,Office Supplies,Labels,1067.83,3,0.0,151.39,2024,2024-09
ORD-3424,2024-10-26,Central,Stephanie Barron,Furniture,Chairs,1003.7,9,0.3,63.53,2024,2024-10
ORD-3425,2024-08-14,Central,Gabriela Burns,Office Supplies,Paper,173.36,6,0.1,22.51,2024,2024-08
ORD-3426,2023-03-09,East,Pamela Williams,Office Supplies,Storage,755.7,6,0.2,65.77,2023,2023-03
ORD-3427,2023-10-15,South,Robyn Miller,Technology,Accessories,859.35,6,0.1,117.62,2023,2023-10
ORD-3428,2022-10-07,West,Debra Meyer,Office Supplies,Labels,645.41,2,0.2,33.87,2022,2022-10
ORD-3429,2024-04-26,West,Ian Buchanan,Office Supplies,Storage,593.77,2,0.0,71.93,2024,2024-04
ORD-3430,2025-03-05,Central,Frank Rose,Furniture,Tables,721.37,8,0.0,146.71,2025,2025-03
ORD-3431,2024-05-19,Central,Jennifer Williams,Office Supplies,Labels,1443.74,8,0.0,156.23,2024,2024-05
ORD-3432,2023-11-20,Central,Michael King,Office Supplies,Binders,911.09,2,0.1,180.31,2023,2023-11
ORD-3433,2025-04-12,East,Cody Ramos,Furniture,Tables,476.65,6,0.0,50.23,2025,2025-04
ORD-3434,2023-05-18,Central,Benjamin Price,Furniture,Bookcases,856.11,8,0.1,73.87,2023,2023-05
ORD-3435,2023-05-02,East,Amy Chambers,Furniture,Tables,1189.92,9,0.2,76.86,2023,2023-05
ORD-3436,2022-11-14,East,Raymond Mcmahon,Office Supplies,Storage,1025.64,8,0.3,93.99,2022,2022-11
ORD-3437,2022-07-01,East,David Carney,Office Supplies,Binders,1051.74,8,0.1,60.41,2022,2022-07
ORD-3438,2024-01-14,South,Michael Hunter,Office Supplies,Paper,1449.34,10,0.0,429.17,2024,2024-01
ORD-3439,2022-12-07,West,Joshua Owens,Office Supplies,Paper,462.18,2,0.1,86.28,2022,2022-12
ORD-3440,2024-12-23,South,Alexis Poole,Office Supplies,Storage,1229.89,8,0.0,144.54,2024,2024-12
ORD-3441,2024-05-13,East,Fernando Fowler,Technology,Phones,1526.86,6,0.3,108.18,2024,2024-05
ORD-3442,2023-09-05,West,Matthew Frazier,Office Supplies,Paper,632.34,5,0.1,102.15,2023,2023-09
ORD-3443,2025-04-06,South,Timothy Stephens,Furniture,Tables,105.66,9,0.0,18.47,2025,2025-04
ORD-3444,2024-10-08,Central,Sharon Rodriguez,Furniture,Bookcases,621.93,6,0.1,97.37,2024,2024-10
ORD-3445,2024-11-09,Central,Alexandria Carr,Furniture,Tables,1112.84,3,0.1,269.11,2024,2024-11
ORD-3446,2022-07-31,West,Timothy King,Furniture,Chairs,1091.94,7,0.2,136.08,2022,2022-07
ORD-3447,2023-05-10,West,Matthew Madden,Furniture,Bookcases,492.83,9,0.2,86.35,2023,2023-05
ORD-3448,2022-12-23,East,Maria Andrews,Technology,Accessories,1148.0,2,0.1,150.26,2022,2022-12
ORD-3449,2025-01-13,South,Julie Mcdaniel,Technology,Machines,15.03,10,0.0,4.22,2025,2025-01
ORD-3450,2023-01-31,Central,David Riley,Office Supplies,Storage,1742.88,10,0.2,150.25,2023,2023-01
ORD-3451,2025-05-07,Central,Aimee Cole,Technology,Copiers,1514.54,8,0.3,224.92,2025,2025-05
ORD-3452,2025-01-31,West,Lauren Wilkins,Furniture,Tables,1536.11,2,0.3,147.89,2025,2025-01
ORD-3453,2024-03-26,East,Becky Thomas,Furniture,Tables,1916.06,7,0.3,103.13,2024,2024-03
ORD-3454,2023-08-22,West,Nancy Mcbride,Technology,Machines,304.02,7,0.3,14.65,2023,2023-08
ORD-3455,2024-10-27,West,Diana Jennings,Office Supplies,Binders,1609.78,10,0.0,130.16,2024,2024-10
ORD-3456,2024-06-14,South,Anna Taylor,Furniture,Bookcases,1249.67,10,0.1,83.54,2024,2024-06
ORD-3457,2023-10-29,East,David Miller,Technology,Phones,1686.48,10,0.0,504.21,2023,2023-10
ORD-3458,2023-12-04,Central,Mrs. Robin Reed,Office Supplies,Binders,751.69,5,0.2,130.14,2023,2023-12
ORD-3459,2024-04-08,Central,Christopher Gibson,Furniture,Tables,282.04,1,0.3,38.81,2024,2024-04
ORD-3460,2022-10-05,Central,Jared Parker,Furniture,Tables,164.29,7,0.0,28.79,2022,2022-10
ORD-3461,2024-09-18,East,Cynthia Mcdonald,Furniture,Bookcases,68.93,4,0.2,13.04,2024,2024-09
ORD-3462,2023-02-18,South,Aaron Ruiz,Office Supplies,Binders,1660.51,7,0.0,426.16,2023,2023-02
ORD-3463,2023-10-08,East,Richard Luna,Office Supplies,Labels,1624.41,9,0.2,223.68,2023,2023-10
ORD-3464,2024-03-31,Central,Michael Jenkins,Technology,Accessories,1013.25,2,0.1,69.36,2024,2024-03
ORD-3465,2024-09-15,South,Kristina Madden,Office Supplies,Storage,426.77,4,0.0,37.66,2024,2024-09
ORD-3466,2022-09-03,South,Julia Hernandez,Technology,Accessories,630.66,6,0.2,36.65,2022,2022-09
ORD-3467,2022-08-19,Central,Heather Mason,Furniture,Tables,1289.7,10,0.3,246.35,2022,2022-08
ORD-3468,2023-07-15,South,John Black,Furniture,Tables,1059.21,2,0.0,100.07,2023,2023-07
ORD-3469,2023-03-09,West,Joshua Jones,Technology,Phones,1573.51,3,0.2,190.69,2023,2023-03
ORD-3470,2023-05-29,Central,Sara Hall,Office Supplies,Binders,1282.64,5,0.2,150.76,2023,2023-05
ORD-3471,2024-05-21,East,Mariah Whitaker,Technology,Machines,1374.27,6,0.0,338.25,2024,2024-05
ORD-3472,2024-08-31,East,Perry Campbell,Furniture,Tables,218.49,6,0.1,23.24,2024,2024-08
ORD-3473,2022-11-07,Central,John Keller,Furniture,Tables,549.08,2,0.1,131.04,2022,2022-11
ORD-3474,2024-08-26,Central,Samantha Wood,Technology,Copiers,860.02,4,0.0,194.51,2024,2024-08
ORD-3475,2022-11-09,South,Sheila Moody,Technology,Phones,1410.57,2,0.1,239.13,2022,2022-11
ORD-3476,2024-02-22,South,Ronald Mendez,Furniture,Chairs,777.15,3,0.3,77.74,2024,2024-02
ORD-3477,2023-12-20,Central,Amanda Munoz,Furniture,Bookcases,433.01,4,0.3,85.89,2023,2023-12
ORD-3478,2023-06-29,South,Kurt Irwin,Furniture,Bookcases,1383.14,6,0.1,284.63,2023,2023-06
ORD-3479,2025-05-10,South,Christopher Lawson,Furniture,Tables,1829.07,4,0.1,411.04,2025,2025-05
ORD-3480,2023-05-18,East,Diana Jones,Office Supplies,Labels,1832.54,6,0.3,181.8,2023,2023-05
ORD-3481,2023-02-19,South,Corey Scott,Office Supplies,Paper,784.58,9,0.1,42.1,2023,2023-02
ORD-3482,2025-05-26,West,Ebony Banks,Furniture,Chairs,639.58,3,0.1,70.63,2025,2025-05
ORD-3483,2024-04-04,West,Dylan Webb,Office Supplies,Storage,325.77,9,0.2,42.26,2024,2024-04
ORD-3484,2024-07-28,East,Randy Sanchez,Technology,Copiers,1428.92,5,0.1,380.31,2024,2024-07
ORD-3485,2024-02-05,South,Amanda Wells,Office Supplies,Labels,543.74,8,0.0,93.32,2024,2024-02
ORD-3486,2024-08-03,East,Joshua Lopez DVM,Technology,Phones,497.37,8,0.3,78.26,2024,2024-08
ORD-3487,2023-06-27,Central,Sara Mcdaniel,Office Supplies,Binders,439.24,6,0.2,95.14,2023,2023-06
ORD-3488,2022-09-17,South,Jamie Rodriguez,Technology,Copiers,995.85,9,0.0,195.42,2022,2022-09
ORD-3489,2024-07-08,West,Kara Martin,Technology,Machines,1670.24,8,0.2,79.12,2024,2024-07
ORD-3490,2023-01-21,South,Amanda Bowman,Furniture,Bookcases,206.02,5,0.1,43.62,2023,2023-01
ORD-3491,2022-09-13,Central,Sylvia Richardson,Office Supplies,Labels,1497.48,5,0.0,203.6,2022,2022-09
ORD-3492,2023-10-14,South,David Robinson,Office Supplies,Binders,1911.89,3,0.3,224.06,2023,2023-10
ORD-3493,2025-01-31,South,Tracy Mcdonald,Furniture,Tables,1351.18,10,0.0,244.77,2025,2025-01
ORD-3494,2024-12-21,Central,Michael Knapp,Furniture,Tables,1214.48,9,0.3,231.3,2024,2024-12
ORD-3495,2023-10-28,South,Gwendolyn Thompson,Technology,Phones,957.41,9,0.1,175.78,2023,2023-10
ORD-3496,2024-06-25,South,Benjamin Brown,Office Supplies,Labels,404.22,1,0.0,106.73,2024,2024-06
ORD-3497,2023-09-24,Central,Shaun Bates,Technology,Accessories,916.69,6,0.1,53.8,2023,2023-09
ORD-3498,2023-03-21,Central,Travis Sanders,Office Supplies,Binders,1080.95,5,0.3,128.52,2023,2023-03
ORD-3499,2024-05-06,South,Derek Johnson,Technology,Machines,544.37,5,0.1,35.0,2024,2024-05
ORD-3500,2024-10-19,Central,David Christian,Furniture,Chairs,1754.66,3,0.2,260.31,2024,2024-10
ORD-3501,2023-10-28,South,Christopher Mcdonald,Technology,Accessories,1314.55,4,0.0,125.49,2023,2023-10
ORD-3502,2024-06-18,Central,Robert Hughes,Office Supplies,Paper,1544.08,3,0.0,336.55,2024,2024-06
ORD-3503,2023-09-16,Central,Robert Barrett,Technology,Copiers,948.06,10,0.0,224.44,2023,2023-09
ORD-3504,2024-12-14,West,Latoya Koch,Technology,Copiers,247.63,3,0.3,30.39,2024,2024-12
ORD-3505,2024-09-08,West,Wyatt Bowman,Furniture,Bookcases,199.39,3,0.0,28.44,2024,2024-09
ORD-3506,2022-07-19,South,Daniel Vazquez,Technology,Accessories,373.47,4,0.3,38.51,2022,2022-07
ORD-3507,2023-08-11,West,Robert Lee,Furniture,Chairs,201.39,10,0.3,34.52,2023,2023-08
ORD-3508,2024-10-24,East,Amanda Ibarra,Technology,Accessories,644.68,1,0.3,103.08,2024,2024-10
ORD-3509,2023-06-04,East,Gail Vaughan,Furniture,Bookcases,959.77,5,0.0,228.96,2023,2023-06
ORD-3510,2022-07-07,West,Christian Castro,Technology,Accessories,1176.52,2,0.2,129.95,2022,2022-07
ORD-3511,2025-02-21,South,Gail Ramirez,Furniture,Tables,100.96,10,0.0,14.13,2025,2025-02
ORD-3512,2024-11-15,South,Robert Torres,Technology,Accessories,1726.39,4,0.2,165.85,2024,2024-11
ORD-3513,2022-08-30,Central,Ricardo Beck,Furniture,Tables,1683.93,3,0.2,85.86,2022,2022-08
ORD-3514,2024-07-14,South,Ryan Steele,Furniture,Chairs,457.36,3,0.1,54.79,2024,2024-07
ORD-3515,2025-02-25,South,Amber Taylor,Technology,Phones,774.98,9,0.2,110.05,2025,2025-02
ORD-3516,2023-03-29,South,Edward Flowers,Furniture,Bookcases,1749.49,1,0.1,193.26,2023,2023-03
ORD-3517,2023-08-08,South,Jonathan Mccoy,Technology,Phones,1799.05,6,0.3,348.63,2023,2023-08
ORD-3518,2024-04-27,East,Gregory Ramirez,Furniture,Tables,1237.2,5,0.0,150.79,2024,2024-04
ORD-3519,2022-11-17,Central,Joseph Smith,Technology,Machines,1160.7,4,0.0,236.41,2022,2022-11
ORD-3520,2023-05-23,East,David Miller,Technology,Machines,866.51,10,0.3,58.8,2023,2023-05
ORD-3521,2025-01-20,East,Jeffrey Padilla,Office Supplies,Paper,912.39,3,0.3,101.84,2025,2025-01
ORD-3522,2024-05-25,Central,Trevor Fuller,Office Supplies,Paper,1088.08,3,0.2,168.54,2024,2024-05
ORD-3523,2023-12-29,South,Jennifer Porter,Furniture,Bookcases,734.66,6,0.1,126.76,2023,2023-12
ORD-3524,2023-09-20,East,Christopher Webb,Office Supplies,Storage,1346.91,3,0.2,191.12,2023,2023-09
ORD-3525,2024-01-30,East,Maria Moore,Furniture,Chairs,1371.26,9,0.2,244.09,2024,2024-01
ORD-3526,2023-08-06,Central,Carl Bailey,Technology,Copiers,785.92,9,0.1,117.29,2023,2023-08
ORD-3527,2024-10-06,South,Frank Schmitt,Office Supplies,Storage,1516.76,8,0.3,146.22,2024,2024-10
ORD-3528,2023-09-28,East,Gavin Berry,Technology,Copiers,1768.4,5,0.2,384.44,2023,2023-09
ORD-3529,2022-08-30,Central,Thomas Patel,Furniture,Chairs,802.93,4,0.1,92.0,2022,2022-08
ORD-3530,2025-01-17,West,Ricky Grimes,Furniture,Tables,888.6,2,0.2,205.77,2025,2025-01
ORD-3531,2023-02-20,East,Lauren Crane,Furniture,Bookcases,947.04,1,0.3,105.97,2023,2023-02
ORD-3532,2024-08-24,East,Cynthia Kelly,Technology,Copiers,282.62,2,0.3,58.04,2024,2024-08
ORD-3533,2023-01-28,South,Ashley Hudson,Technology,Accessories,1718.73,1,0.3,159.45,2023,2023-01
ORD-3534,2024-02-23,South,Kevin Sullivan,Technology,Phones,666.11,3,0.1,71.23,2024,2024-02
ORD-3535,2024-04-04,South,Jimmy Cooper,Furniture,Tables,966.66,5,0.0,216.3,2024,2024-04
ORD-3536,2023-04-28,Central,Scott Fry,Office Supplies,Binders,1830.36,6,0.2,342.26,2023,2023-04
ORD-3537,2023-03-18,East,Vincent Waters,Office Supplies,Paper,1295.68,6,0.1,273.42,2023,2023-03
ORD-3538,2024-05-17,Central,Justin Patrick,Office Supplies,Paper,568.66,3,0.2,91.13,2024,2024-05
ORD-3539,2022-07-06,Central,Thomas Jackson,Technology,Phones,464.71,2,0.2,47.21,2022,2022-07
ORD-3540,2024-08-27,West,Laura Fields,Furniture,Chairs,182.61,10,0.0,49.66,2024,2024-08
ORD-3541,2024-11-09,South,Karen Clarke,Office Supplies,Storage,60.89,4,0.2,13.43,2024,2024-11
ORD-3542,2023-09-26,South,Cristian Wallace,Technology,Phones,465.58,6,0.0,123.36,2023,2023-09
ORD-3543,2023-11-25,East,Raymond Meyers,Furniture,Tables,230.89,7,0.1,57.35,2023,2023-11
ORD-3544,2023-06-07,Central,Kevin Gonzalez,Furniture,Bookcases,1665.18,3,0.2,336.74,2023,2023-06
ORD-3545,2023-08-31,South,Jason Berg,Furniture,Chairs,165.61,8,0.2,8.09,2023,2023-08
ORD-3546,2024-12-29,West,Heather Aguirre,Office Supplies,Binders,1690.23,2,0.2,247.66,2024,2024-12
ORD-3547,2025-04-26,West,Lisa Hill,Technology,Accessories,1714.92,7,0.1,267.15,2025,2025-04
ORD-3548,2023-01-23,West,Courtney Padilla,Technology,Copiers,1470.79,10,0.3,106.46,2023,2023-01
ORD-3549,2022-12-15,Central,Cynthia Carrillo,Technology,Accessories,1781.25,4,0.0,485.16,2022,2022-12
ORD-3550,2022-12-22,West,Elizabeth Hensley,Office Supplies,Binders,1457.03,1,0.0,349.77,2022,2022-12
ORD-3551,2024-11-08,South,Megan Munoz,Office Supplies,Labels,816.12,7,0.1,183.93,2024,2024-11
ORD-3552,2023-08-04,Central,Denise Mendoza,Furniture,Bookcases,818.06,8,0.1,216.53,2023,2023-08
ORD-3553,2023-12-05,South,Leslie Alvarez,Technology,Copiers,325.93,10,0.0,33.52,2023,2023-12
ORD-3554,2023-08-09,South,Miss Valerie Smith,Furniture,Tables,1180.08,2,0.3,135.58,2023,2023-08
ORD-3555,2023-03-01,West,Eric Mcdonald,Technology,Accessories,1661.39,2,0.3,204.39,2023,2023-03
ORD-3556,2023-06-21,West,Kristina Brown,Technology,Accessories,853.32,2,0.3,153.59,2023,2023-06
ORD-3557,2024-07-30,South,Antonio Oneal,Furniture,Bookcases,1239.18,10,0.1,78.67,2024,2024-07
ORD-3558,2022-09-10,South,Gloria Quinn,Office Supplies,Storage,412.28,7,0.3,36.0,2022,2022-09
ORD-3559,2022-10-18,Central,Paul Brown,Furniture,Chairs,874.04,2,0.2,198.17,2022,2022-10
ORD-3560,2025-04-12,East,Ricardo Stephens,Furniture,Tables,1962.46,1,0.0,180.79,2025,2025-04
ORD-3561,2023-10-07,South,Kimberly Sweeney,Furniture,Tables,1135.24,4,0.0,114.52,2023,2023-10
ORD-3562,2023-07-11,West,Ivan Dillon,Technology,Accessories,902.96,5,0.3,34.25,2023,2023-07
ORD-3563,2024-05-04,East,Jacob Nelson,Furniture,Tables,773.54,7,0.0,191.41,2024,2024-05
ORD-3564,2023-02-21,West,Jeffrey Tucker,Furniture,Chairs,1366.36,10,0.0,374.81,2023,2023-02
ORD-3565,2024-09-11,Central,Joseph Davis,Furniture,Tables,742.87,5,0.2,151.24,2024,2024-09
ORD-3566,2024-11-16,South,John Brown,Technology,Accessories,103.02,7,0.0,14.23,2024,2024-11
ORD-3567,2024-09-02,Central,Joseph Thomas,Technology,Machines,292.35,2,0.2,27.33,2024,2024-09
ORD-3568,2022-11-30,East,Michael Booker,Office Supplies,Storage,331.15,9,0.2,24.12,2022,2022-11
ORD-3569,2024-01-23,East,Christopher Jones,Technology,Accessories,836.18,2,0.0,51.06,2024,2024-01
ORD-3570,2024-06-28,West,Jamie Johnson,Office Supplies,Binders,1556.93,2,0.3,163.55,2024,2024-06
ORD-3571,2023-09-04,South,Francisco Reed,Furniture,Chairs,1004.89,7,0.2,44.8,2023,2023-09
ORD-3572,2023-12-25,East,Sheila Blair,Technology,Copiers,926.03,9,0.3,88.97,2023,2023-12
ORD-3573,2025-01-02,East,Laurie Sandoval,Office Supplies,Binders,754.89,2,0.0,211.15,2025,2025-01
ORD-3574,2024-10-18,Central,Deborah Cross,Furniture,Tables,576.94,2,0.3,30.31,2024,2024-10
ORD-3575,2025-05-02,East,George Trujillo,Technology,Machines,203.35,5,0.2,34.14,2025,2025-05
ORD-3576,2025-02-28,Central,Betty Mason,Technology,Copiers,1393.49,3,0.3,201.95,2025,2025-02
ORD-3577,2025-03-18,West,Michelle Green,Office Supplies,Paper,193.62,1,0.0,40.72,2025,2025-03
ORD-3578,2025-06-16,Central,Daniel Johnson,Furniture,Tables,1837.99,3,0.1,291.93,2025,2025-06
ORD-3579,2023-11-13,East,Mary Johnson,Furniture,Tables,525.51,2,0.2,51.15,2023,2023-11
ORD-3580,2022-06-28,West,Stephanie Nelson,Office Supplies,Paper,1899.56,6,0.2,415.83,2022,2022-06
ORD-3581,2025-04-13,West,Bethany Santos,Office Supplies,Storage,931.43,10,0.3,162.11,2025,2025-04
ORD-3582,2024-08-11,Central,Amanda West,Office Supplies,Labels,498.9,6,0.0,79.55,2024,2024-08
ORD-3583,2022-11-06,South,Cindy Evans,Technology,Machines,913.6,5,0.0,202.52,2022,2022-11
ORD-3584,2022-08-28,South,Emily Adkins,Office Supplies,Binders,713.8,3,0.0,49.33,2022,2022-08
ORD-3585,2023-05-21,West,Sarah Hernandez,Furniture,Tables,768.79,4,0.0,174.67,2023,2023-05
ORD-3586,2023-04-22,Central,Melissa Ramirez,Furniture,Bookcases,316.4,4,0.0,66.98,2023,2023-04
ORD-3587,2024-02-12,Central,Anna Williams,Office Supplies,Binders,249.51,6,0.3,46.79,2024,2024-02
ORD-3588,2023-04-04,South,Rebecca Wallace,Office Supplies,Storage,547.63,7,0.1,35.35,2023,2023-04
ORD-3589,2023-03-21,Central,Edward Mccoy,Technology,Phones,1432.98,8,0.2,273.9,2023,2023-03
ORD-3590,2024-10-17,West,Michael Kennedy,Office Supplies,Storage,343.93,9,0.0,63.74,2024,2024-10
ORD-3591,2024-07-21,South,Amanda Rubio,Technology,Accessories,1008.25,5,0.3,140.27,2024,2024-07
ORD-3592,2025-06-22,West,Lindsay Robertson,Furniture,Chairs,941.09,10,0.3,157.19,2025,2025-06
ORD-3593,2024-10-20,Central,Jerry Parker,Technology,Machines,1175.94,8,0.0,125.76,2024,2024-10
ORD-3594,2025-02-15,East,Christopher Reed,Technology,Phones,377.47,7,0.0,86.9,2025,2025-02
ORD-3595,2023-01-02,South,Monica Ho,Office Supplies,Paper,1557.35,8,0.3,213.52,2023,2023-01
ORD-3596,2023-06-11,East,Peter Calhoun,Technology,Machines,54.43,5,0.2,4.45,2023,2023-06
ORD-3597,2024-01-26,Central,Melissa Bryant,Office Supplies,Paper,1099.14,8,0.3,71.17,2024,2024-01
ORD-3598,2023-03-23,West,Edward Torres,Technology,Phones,215.9,3,0.2,30.97,2023,2023-03
ORD-3599,2023-10-12,Central,Maria Cain,Office Supplies,Labels,1294.03,2,0.2,272.22,2023,2023-10
ORD-3600,2023-06-19,Central,Patricia Osborne,Office Supplies,Binders,1670.87,8,0.1,362.37,2023,2023-06
ORD-3601,2022-07-08,Central,Brandon Farmer,Office Supplies,Binders,463.54,6,0.3,27.29,2022,2022-07
ORD-3602,2024-06-16,Central,Stephen Duffy,Furniture,Bookcases,935.96,6,0.0,101.66,2024,2024-06
ORD-3603,2022-08-28,South,Katherine Castillo,Furniture,Tables,1094.24,3,0.2,251.11,2022,2022-08
ORD-3604,2024-01-04,Central,Jessica Cummings,Furniture,Bookcases,1498.69,2,0.2,126.01,2024,2024-01
ORD-3605,2024-06-23,East,Courtney Wilson,Office Supplies,Paper,946.66,1,0.0,185.1,2024,2024-06
ORD-3606,2023-10-01,East,Anna Bowman,Furniture,Tables,690.35,3,0.0,150.81,2023,2023-10
ORD-3607,2023-05-20,East,Amanda Williams,Furniture,Bookcases,159.13,9,0.3,24.32,2023,2023-05
ORD-3608,2024-10-10,Central,Carol Parks,Technology,Machines,1780.75,4,0.1,291.24,2024,2024-10
ORD-3609,2023-03-21,South,Samuel Reeves,Furniture,Chairs,1296.5,2,0.2,227.68,2023,2023-03
ORD-3610,2024-05-03,West,Steven Jones,Office Supplies,Paper,497.73,2,0.0,63.54,2024,2024-05
ORD-3611,2023-06-30,Central,Brittany Carter,Furniture,Bookcases,314.48,3,0.2,54.79,2023,2023-06
ORD-3612,2023-05-10,Central,William Campos,Furniture,Bookcases,1683.23,3,0.0,471.87,2023,2023-05
ORD-3613,2023-08-10,West,Christine Henry,Technology,Copiers,276.76,8,0.1,53.48,2023,2023-08
ORD-3614,2024-01-15,East,Mark Curtis,Office Supplies,Storage,81.99,2,0.1,14.8,2024,2024-01
ORD-3615,2024-11-11,East,Danielle Henry,Furniture,Chairs,1313.22,4,0.2,215.92,2024,2024-11
ORD-3616,2023-04-30,Central,Matthew Stone,Technology,Machines,1686.07,6,0.1,243.36,2023,2023-04
ORD-3617,2023-11-21,West,Pamela Valencia,Furniture,Tables,1295.86,2,0.3,87.29,2023,2023-11
ORD-3618,2023-11-11,South,Paul Sullivan,Furniture,Tables,1002.87,3,0.0,221.1,2023,2023-11
ORD-3619,2024-09-23,Central,Sarah Collins,Office Supplies,Storage,1452.58,6,0.0,143.65,2024,2024-09
ORD-3620,2023-01-08,Central,Gina Price,Furniture,Tables,781.43,2,0.3,121.65,2023,2023-01
ORD-3621,2025-06-04,Central,Michelle Walker,Office Supplies,Binders,1433.23,8,0.2,275.56,2025,2025-06
ORD-3622,2023-08-25,East,Gabriela Wallace,Office Supplies,Paper,385.32,3,0.2,49.17,2023,2023-08
ORD-3623,2025-04-22,South,Veronica Ramos,Furniture,Chairs,1045.29,4,0.3,202.28,2025,2025-04
ORD-3624,2024-02-29,Central,Christopher Wilson,Office Supplies,Storage,707.8,1,0.3,53.69,2024,2024-02
ORD-3625,2023-12-14,East,Peter Floyd,Technology,Accessories,409.07,5,0.0,83.75,2023,2023-12
ORD-3626,2025-01-18,Central,Austin Hanson,Technology,Phones,87.38,5,0.1,18.15,2025,2025-01
ORD-3627,2024-10-10,West,Robert Riley,Technology,Phones,476.98,1,0.2,94.78,2024,2024-10
ORD-3628,2025-06-12,South,Brianna Martinez,Furniture,Bookcases,1141.7,7,0.1,301.85,2025,2025-06
ORD-3629,2024-01-11,West,Emily Perkins,Office Supplies,Storage,1375.14,3,0.3,172.66,2024,2024-01
ORD-3630,2023-08-25,Central,Tiffany Delacruz,Furniture,Chairs,1703.37,10,0.1,225.64,2023,2023-08
ORD-3631,2022-11-02,West,Joseph King,Office Supplies,Storage,1390.03,6,0.0,250.4,2022,2022-11
